"cancion","album","artista","fecha_lanz","isrc","ranking_hist","puntaje","spotify_streams","spotify_playlists","spotify_alcance","spotify_pop","youtube_views","youtube_likes","tiktok_posts","tiktok_likes","tiktok_views","youtube_alcance","apple_playlists","airplay_spins","sirius_spins","deezer_playlists","deezer_alcance","amazon_playlists","pandora_streams","pandora_stations","soundcloud_streams","shazam","tidal_pop","explicito"
"Arjan Vailly","Arjan Vailly (From ""ANIMAL"")","Manan Bhardwaj",NA,"INS182303269","849","52.8",123276250,"8.33",3632731,NA,208302578,1903455,NA,NA,NA,336717167,"6","286",NA,0,NA,"11",NA,NA,NA,146.801,NA,"0"
"Demons","Continued Silence - EP","Imagine Dragons",2012-01-01,"USUM71201071","847","52.8",2270796677,"263.64",71470111,"80",1738647396,12375429,261.866,25465591,296361891,273191644,"70","144.43899999999999",465,88,2680196,"29",1087793804,"553.85500000000002",26345651,18161724,NA,"0"
"Supalonely","STELLA & STEVE","BENEE",NA,"USUM71922597","845","52.8",738407486,"111.66200000000001",26764629,"62",363250356,4622840,4814901,442756956,3587729796,287718975,"153","249.364",150,115,267.828,"27",61533676,"36.942",NA,6834164,NA,"1"
"Lean On (feat. Mï¿½ï¿½ & DJ Sn","Full Circle: The Live Anthology","Major Lazer",NA,"QMUY41500008","846","52.8",2080878370,"242.511",79506771,"76",308933095,2370617,270.919,33270068,289518843,216,"497","168.73099999999999",NA,250,2469856,"96",649970533,"356.39299999999997",231244214,26993119,NA,"1"
"Spin Bout U","Her Loss","Drake",2022-04-11,"USUG12208603","856","52.6",356685934,"88.034000000000006",16963292,"71",56086730,430.375,76.706,32337952,229937284,258.434,"37","412",93,3,171.037,"37",48943722,"16.367000000000001",13209166,1574072,NA,"1"
"From The Start","From The Start - Single","Laufey",2023-11-05,"QM6N22309399","855","52.6",368256958,"53.921999999999997",25450036,"73",69276606,1394619,224.617,128900059,772554264,9.78,"27","8.6419999999999995",319,13,766.548,"89",855.743,"7.0839999999999996",5861183,1011059,NA,"0"
"ZOOM","ZOOM","Jessi",NA,"KRA382204517","850","52.6",166161044,"22.288",7774873,"61",303569838,5827005,3903605,865870535,9393168416,146065235,"5","5.68",32,5,53.217,"8",NA,NA,NA,778.299,NA,"0"
"Can't Feel My Face","Your Songs 2015","The Weeknd",2015-02-03,"USUG11500741","851","52.6",1747534539,"212.82900000000001",101243254,"76",1689190795,8927108,552.005,26588465,264572676,238111307,"433","158.19",474,149,1452991,"97",552312888,"221.61099999999999",4197860,14056461,NA,"0"
"Quï¿½ï¿½ Onda Per","Quï¿½ï¿½ Onda Per","Grupo Firme",NA,"QZDQH2362804","852","52.6",213405904,"17.693999999999999",13723182,"70",401470868,961.314,NA,NA,NA,534052740,"15","9.2539999999999996",NA,10,1737734,"4",7260620,"8.7810000000000006",NA,655.854,NA,"0"
"Sexy And I Know It","Sorry For Party Rocking (Japan Version)","LMFAO",2011-01-01,"USUM71108090","853","52.6",436722440,"107.91200000000001",33797077,"62",1193724016,7130332,652.85,62596716,927660445,222701064,"57","5.1859999999999999",258,37,157.088,"5",840489680,"3,395,379",2154867,6761782,NA,"0"
"WHATS POPPIN","WHATS POPPIN","Jack Harlow",NA,"USAT22000162","854","52.6",819779577,"161.131",28874159,"70",709454117,7190778,748.49,210602527,2078817404,52474731,"68","88.99",430,34,65.099,"24",131616894,"84.304000000000002",NA,3222518,NA,"1"
"POR EL CONTRARIO","ESQUINAS","Becky G",NA,"USRC12302408","857","52.5",131938548,"5.9130000000000003",9167049,"75",118669957,649.548,836.833,46373944,589093596,353950794,"10","7.0490000000000004",108,22,6520222,"11",13424036,"7.23",NA,684.079,NA,"0"
"Danza Kuduro - Cover","DON'T STOP WORKOUT -DJMIX-","DJ MIX NON-STOP CHANNEL",NA,"TCJPY2352543","859","52.4",1648192461,"15",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"1"
"Rara Vez","Rara Vez","Taiu",2023-08-02,"ARUM72300004","860","52.4",544165928,"58.646000000000001",20499657,"77",200445038,1806923,302.386,150768049,1522432243,18292788,"15","12.021000000000001",281,16,403.215,"14",26.771,"204",NA,943.365,NA,"0"
"That That (prod. & feat. SUGA of BTS)","PSY 9th","PSY",NA,"QZEKE2084402","858","52.4",269491606,"26.074999999999999",16176936,"66",746615342,15669340,304.9,324925866,2432918911,300796672,"12","11.170999999999999",243,5,37.462,"16",2505495,"1.6830000000000001",NA,797.357,NA,"0"
"Espresso","Espresso","Sabrina Carpenter",2024-11-04,"USUM72404979","861","52.4",536986458,"637",1907453,NA,NA,NA,NA,NA,NA,NA,"29",NA,NA,3,157.807,"1",NA,NA,22.436,0,NA,"0"
"Whoï¿½ï¿½ï¿½s Afraid of Little O","THE TORTURED POETS DEPARTMENT","Taylor Swift",NA,"USUG12401037","862","52.3",166168092,"5.0039999999999996",25607992,"78",16423009,244.859,NA,815.5,7202700,49401469,"38","366",54,4,2143866,"43",2890486,"4.5149999999999997",NA,116.673,NA,"0"
"THE LONELIEST","THE LONELIEST","Mï¿½ï¿½ne",2022-07-10,"ITB002200745","865","52.2",330593989,"54.823",16021571,"67",175561257,2216240,296.115,22320319,270169817,224863549,"53","176.13",21,61,1631239,"37",6555059,"1.7350000000000001",NA,4266103,NA,"0"
"Yeah Glo!","Yeah Glo! (Alternate Versions)","GloRilla",2024-08-02,"USUM72400409","864","52.2",89513100,"8.0489999999999995",60410593,"75",38613955,433.335,NA,14,52.8,547710147,"51","20",1.471,9,1244194,"42",20163317,"8.7110000000000003",3187345,446.156,NA,"1"
"Nunca Es Suficiente","Nunca Es Suficiente","Los ï¿½ï¿½ngeles Az",NA,"MX1721600892","863","52.2",478494818,"53.735999999999997",20478756,"67",2148970473,6055824,43.294,16884958,145723405,43699996,"37","10.958",24,8,55.46,"10",239441848,"95.936999999999998",NA,3116053,NA,"0"
"MANIKIN (feat. Wifisfuneral)","ItWasntEnough - EP","XXXTENTACION",2023-08-09,"USQX92304814","868","52.1",4306793,"4.6680000000000001",412.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,34328895,38.034,NA,"1"
"Copines","Copines","Aya Nakamura",NA,"FRZ041800793","867","52.1",381322519,"70.125",7759068,"67",793025740,7300331,9295551,769130337,8503116899,11289899,"45","16.672000000000001",NA,29,258.833,"7",549.774,"2.7450000000000001",NA,5305717,NA,"0"
"Thank God","Different Man","Kane Brown",2022-09-09,"USRN12200041","866","52.1",157341967,"20.611999999999998",11359519,"67",98239826,752.054,213.898,11321551,123462516,366164170,"59","372.512",127,15,398.591,"46",137496334,"43.040999999999997",NA,1100920,NA,"0"
"TQM","TQM - Single","Fuerza Regida",NA,"QZ9QQ2300371","869","51.8",497682165,"40.368000000000002",24948673,"70",143949357,729.741,236.3,73808507,824220151,65.01,"48","1.643",19,18,6780767,"19",34606889,"10.877000000000001",NA,616.368,NA,"1"
"Lily","Different World","Alan Walker",NA,"NOG841813040","870","51.8",403860053,"45.515999999999998",8731552,"66",1057546150,7402999,7210674,89296676,1297576376,3130304,"6","1.552",NA,1,310,"9",26619723,"65.703999999999994",NA,1793716,NA,"0"
"Massive","Honestly, Nevermind","Drake",NA,"USUG12204890","873","51.7",253114498,"111.173",20965015,"65",42397563,402.014,188.128,77604432,887138394,49818215,"57","67.376000000000005",768,14,191.109,"28",15938883,"134.59700000000001",4254609,2091080,NA,"0"
"a lot","i am > i was","21 Savage",NA,"QZ45A1700126","872","51.7",949835159,"219.30099999999999",32815164,"73",905118647,6526285,55.114,16502363,131214658,180070256,"70","94.445999999999998",82,28,160.5,"30",123783971,"95.694000000000003",NA,3759769,NA,"1"
"Adicto (with Anuel AA & Ozuna)","Adicto (with Anuel AA & Ozuna)","Tainy",NA,"USUM71912751","871","51.7",711861577,"84.611000000000004",28656289,"69",1359220447,4586141,611.826,17295595,185706534,136934639,"133","12.356",18,25,360.047,"28",111865989,"16.391999999999999",5576102,1522049,NA,"0"
"Tek Baï¿½ï¿½","Tek Baï¿½ï¿½ï¿½ï¿½ma","Semicenk",2024-03-05,"FRX452438249","875","51.6",21803486,"1.25",4918007,"72",39172911,208.885,NA,NA,NA,2606582,"9","1.655",NA,3,1583000,NA,NA,NA,16.282,90.134,NA,"0"
"BAND4BAND","BAND4BAND (Official Video)","Central Cee",2024-06-06,"USSM22401074","874","51.6",86144467,"1",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"1"
"Look What You Made Me Do","Look What You Made Me Do","Taylor Swift",NA,"USCJY1750000","876","51.6",1152346128,"93.177999999999997",62880711,"75",1922214505,18201048,178.524,67907529,563244716,1749919925,"122","11.382",113,43,239.444,"35",149366824,"295.55",NA,5102278,NA,"0"
"WOKE UP","WOKE UP","XG",NA,"JPB602401462","877","51.5",16684393,"1.2470000000000001",25606219,"74",19177238,873.736,23.413,NA,NA,NA,"18","582",NA,2,338.389,"20",30.995,"102",NA,63.167,NA,"0"
"Toki","Toki","Casper Magico",2024-02-05,"QM4TX2443609","878","51.5",13741023,"2.0619999999999998",5740990,"72",39658915,635.184,NA,NA,NA,22620459,"13","1.109",NA,2,7.386,NA,135.59,"93",NA,80.807,NA,"0"
"Young Dumb & Broke","The RCA-List (Vol. 5)","Khalid",2017-01-01,"USRC11700144","881","51.4",1527159800,"187.81299999999999",83108168,"76",1270330281,8766754,194.595,27581217,216666194,189783592,"172","31.081",185,47,604.64,"26",410189803,"283.13499999999999",9133063,6513209,NA,"0"
"El Beneficio De La Duda","El Beneficio De La Duda","Grupo Firme",NA,"USA2P2433586","880","51.4",15557247,"446",37375496,"73",16286691,216.933,NA,NA,NA,NA,"9","48",NA,5,2134351,"11",489.897,"651",19.233,91.868,NA,"0"
"ALV","Sentimiento, Elegancia y Mï¿½ï¿½s Ma","Arcï¿½ï¿½",NA,"QMFMF2330232","882","51.4",118490212,"10.053000000000001",10075643,"72",158132299,835.029,NA,NA,NA,1207256080,"8","18.437999999999999",NA,11,1370299,"1",3877792,"2.2290000000000001",NA,514.683,NA,"0"
"In A Minute","In A Minute","Lil Baby",2022-07-04,"USUG12200033","879","51.4",171118535,"81.406999999999996",13177118,"57",238335324,1764954,75.54,21092926,191118526,360805538,"52","252.45599999999999",727,4,1324033,"31",47511512,"12.228",NA,1695618,NA,"1"
"Save Your Tears (with Ariana Grande) (Remix)","After Hours (Deluxe)","The Weeknd",NA,"USUG12101839","884","51.4",1549317525,"178.149",71174158,"73",385884628,4302435,89.958,59135602,426511103,271720676,"309","236.61600000000001",NA,166,2493997,"58",87260353,"20.102",5621588,3251107,NA,"0"
"No Se Vale","un","Camilo",2024-07-02,"USSD12400019","883","51.4",19388370,"1.341",7152408,NA,19658783,136.351,871.174,22013623,441343495,110742872,"1","1.37",NA,11,1544792,NA,196.35,"63",NA,42.41,NA,"0"
"Jerusalema (feat. Nomcebo Zikode)","Jerusalem","Master KG",NA,"ZA82Y1900130","885","51.3",406132477,"110.858",13496585,"66",925222640,7714435,790.561,54406926,849243924,33866411,"92","125.43899999999999",2,73,3432383,"8",7150193,"19.558",NA,15915419,NA,"0"
"DENTRO DA HILUX","DENTRO DA HILUX - Single","Luan Pereira",NA,"BCX5C2300025","888","51.2",178699480,"14.552",18055636,"24",261753577,1458487,NA,339.3,2800000,800291411,"12","2.13",NA,25,1406166,"7",757,NA,483.325,121.733,NA,"0"
"Funk do Patinho","Funk do Patinho","Bento e Totï¿",NA,"BX7CP2200001","887","51.2",16197748,"1.827",221.916,"55",967275295,1562052,31.5,2460399,40465134,16,NA,NA,NA,0,NA,NA,NA,NA,NA,16.249,NA,"0"
"El Amor de Mi Vida","El Amor de Mi Vida","Los ï¿½ï¿½ngeles Az",NA,"MX1722301696","886","51.2",130709283,"12.585000000000001",10844674,"64",248099324,859.237,682,462.948,3169042,353234264,"8","25.99",NA,12,476.181,"28",2831460,"1.113",NA,555.88,NA,"0"
"Blueberry Faygo","Certified Hitmaker","Lil Mosey",2019-08-11,"USUM72001714","889","51.2",1295251940,"197.036",39104125,"67",380793694,4733751,1099556,147484414,1065757953,142871159,"121","133.12799999999999",135,40,79.824,"15",97563481,"165.05600000000001",NA,2786545,NA,"1"
"Jiggle Jiggle","Jiggle Jiggle","Duke & Jones",NA,"GBARL2201151","891","51.2",121214716,"37.436",6111674,"56",12801028,183.57,4762920,1378075519,14693507776,1804738,"13","4.7969999999999997",1.168,2,2.613,"10",2538534,"16.457000000000001",NA,1772963,NA,"0"
"En la Intimidad","En la Intimidad","Big One",2023-01-02,"ARP7V2200017","890","51.2",210712407,"24.033000000000001",7343818,"65",379884934,1091380,575.3,54956649,793158034,18815238,"8","6.1449999999999996",52,13,299.787,"9",NA,NA,NA,261.474,NA,"0"
"Counting Stars","Native (Standard)","OneRepublic",2013-01-01,"USUM71301306","892","51.1",2466006842,"343.13499999999999",114346295,"81",304524339,2956756,382.991,125290160,1245061983,149045425,"198","237.316",170,138,1401001,"40",1394055006,"1,085,579",NA,118.91,NA,"0"
"Essence (feat. Tems)","Essence (feat. Tems)","Wizkid",NA,"USRC12003059","893","51",242254880,"85.783000000000001",13563028,"66",418190794,2892075,280.027,66345848,617402549,82045151,"216","404.28800000000001",561,21,229.656,"42",59766393,"32.203000000000003",15395153,4536227,NA,"0"
"Get Into It (Yuh)","Planet Her","Doja Cat",NA,"USRC12101535","895","51",603196133,"97.703999999999994",24305145,"68",265715680,3742969,1300477,823930204,7709942104,125603487,"55","228.88800000000001",4.5,17,198.575,"8",53920294,"27.17",NA,2436551,NA,"1"
"RAVE","RAVE","Dxrk ï¿½ï¿½ï¿½",NA,"QM4TX2201027","894","51",415552038,"104.372",42500205,"71",281772953,4299740,814.7,474655469,5435575162,31543598,"32","282",NA,6,129.549,"2",3358648,"7.0919999999999996",NA,2994271,NA,"0"
"No Me Conoce","No Me Conoce","Jhay Cortez",NA,"USUM71900979","896","51",49585127,"9.7100000000000009",1428548,"47",2272109362,6577485,12.412,1911710,20432637,315246980,"3","1.0660000000000001",NA,3,29.899,"20",15194156,"3.8260000000000001",NA,466.976,NA,"0"
"offline","att.","Young Miko",2024-05-04,"QZXD92300025","900","50.9",109149345,"8.8689999999999998",89312461,"82",21230788,190.16,NA,NA,NA,1050568,"41","2.2320000000000002",56,23,3065065,"34",575.037,"201",NA,267.702,NA,"1"
"TOPIA TWINS","UTOPIA","Travis Scott",NA,"USSM12305013","898","50.9",196369387,"70.722999999999999",12274321,"74",26280803,447.983,47.6,23423522,141407787,3855807,"14","89",2,6,67.395,"1",638.202,"1.4630000000000001",NA,310.132,NA,"1"
"Janze","Janze","Xamdam Sobirov",NA,"RUA1D2384226","899","50.9",344.691,"77",5.871,"30",334194426,866.855,154.161,4397504,144597808,62334320,"1",NA,NA,0,NA,NA,NA,NA,NA,407.695,NA,"0"
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")","Neha Kakkar",NA,"INS181904064","897","50.9",144985656,"15.143000000000001",5892217,"57",1662729195,8178016,3112998,41878672,462897728,255648659,"18","2.585",NA,0,NA,"3",NA,NA,403.099,717.736,NA,"0"
"Always Remember Us This Way","A Star Is Born Soundtrack","Lady Gaga",2018-05-10,"USUM71813195","901","50.9",1269760706,"137.601",32384233,"76",824308720,4676578,1213771,33512447,573562180,1951219741,"88","66.460999999999999",4,55,606.748,"27",322220265,"104.68",612.635,9755956,NA,"0"
"Monotonï¿½","Monotonï¿½","Shakira",NA,"USQX92204791","903","50.8",498744348,"50.326000000000001",35586221,"67",306510173,4113572,NA,1.23,38.341,87435327,"78","78.918999999999997",NA,49,782.647,"52",42356554,"5.23",NA,913.182,NA,"0"
"Aku Sayang Tapi Kau Tak Paham","Aku Sayang Tapi Kau Tak Paham","DJ Boneng",NA,"GXBAV2345718","902","50.8",716.453,"22",36.989,"1",12.045,174,1800000,2635212,100001777,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Thought You Should Know","Thought You Should Know","Morgan Wallen",2022-06-05,"USUG12202977","906","50.7",340227841,"40.523000000000003",6267614,"73",137384524,667.467,16.626,4371872,28018314,196339404,"18","263.30099999999999",32,1,71,"13",215914717,"34.298000000000002",4421163,857.184,NA,"1"
"CAIRO","CAIRO","KAROL G",NA,"USUM72220925","904","50.7",443093379,"35.994999999999997",21160001,"72",273852759,1690512,625.126,42735677,600184949,11558006,"58","52.189",125,26,2263487,"36",24842372,"3.6429999999999998",1653982,1174788,NA,"1"
"Cupido","Cupido","TINI",NA,"USHR12245118","905","50.7",358240136,"35.750999999999998",23674275,"70",216226939,844.073,827.378,189261300,2253379250,20052884,"42","33.335000000000001",317,33,444.294,"77",243.118,"294",NA,556.867,NA,"0"
"Raja Ji Ke Dilwa","Raja Ji Ke Dilwa","Pawan Singh",NA,"INM1Q2326022","909","50.6",4.283,"1",3,NA,224819919,1249285,NA,NA,NA,29757537,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Out thï¿½ï¿½","Lyfï¿","Yeat",2022-09-09,"USUM72217063","907","50.6",338097605,"85.48",16509403,"73",54214841,680.291,47.215,15066093,117839587,18856089,"14","63",37,1,58.975,NA,1750477,"4.9249999999999998",26616347,664.273,NA,"1"
"Winning Speech","Winning Speech","Karan Aujla",NA,"AUBEC2438671","910","50.6",17917738,"938",5754144,"73",28606016,488.26,NA,NA,NA,19904542,"22","37",NA,0,NA,"14",NA,NA,97.075,44.138,NA,"0"
"Home","Home - Single","Good Neighbours",NA,"GBUM72400322","911","50.6",205068203,"19.044",62137392,NA,8916657,104.172,NA,1489700,24837700,2476271,"67","22.018999999999998",535,36,876.086,"65",17230222,"2.2829999999999999",NA,606.973,NA,"0"
"Sobrio","Sobrio","Maluma",2021-08-07,"USSD12100322","908","50.6",600199930,"66.655000000000001",24281295,"64",743954914,2817472,189.2,19480120,254681143,484483790,"95","45.991999999999997",66,26,1933432,"59",41992168,"9.8629999999999995",NA,1823474,NA,"0"
"Am I Dreaming (Metro Boomin & A$AP Rocky","Roisee)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)",NA,"44963","USUM72308540","913",50.5,"247,682,011",67.166,"13,150,883",72,81060467,925.753,13.5,6210382,38882669,"703.03499999999997","51",3.71,0,9,"44.405999999999999",5,"665.74699999999996",2.7,0,"1,390,039",NA
"Praise The Lord (Da Shine) (feat. Skepta)","TESTING","A$AP Rocky",NA,"USRC11800930","916","50.5",1244981489,"295.64600000000002",48300175,"78",847656575,6337444,106.923,60624218,650317525,165012134,"110","24",NA,60,282.248,"29",29244476,"21.681999999999999",NA,6227926,NA,"1"
"Se Acabï¿½ï¿½ la Cuaren","Viva el Perreo","Jowell & Randy",2020-06-08,"QM6P42086452","915","50.5",73468394,"23.283999999999999",4240574,"51",73136867,889.596,10152900,212959708,2985601079,996,"11","4.391",73,5,45.642,NA,12140646,"6.7510000000000003",1635079,1057655,NA,"1"
"Look Back At It","Look Back At It","A Boogie Wit da Hoodie",2018-07-12,"USAT21812667","912","50.5",769061748,"136.14500000000001",21910460,"73",233288549,2397744,202.814,33604598,250645860,39277808,"49","91.001999999999995",329,17,25.856,"15",164836824,"131.52099999999999",95216986,6255853,NA,"1"
"End of Beginning","DECIDE","Djo",NA,"GBKPL2205058","918","50.5",710784872,"64.516999999999996",191969474,"90",44322144,594.352,129.3,118218973,1027806256,58700775,"149","94.468000000000004",501,133,18315130,"107",4025966,"5.2910000000000004",NA,3343993,NA,"0"
"K-POP","K-POP (Chopped & Screwed)","Travis Scott",NA,"USSM12305652","917","50.5",285481590,"62.715000000000003",24530922,"68",40688228,817.018,4.427,3170160,129035232,331318025,"46","15.66",347,39,587.945,"37",4832444,"3.7210000000000001",NA,808.863,NA,"1"
"favorite","favorite - EP","Isabel LaRosa",NA,"USRC12400507","919","50.5",123802404,"7.3639999999999999",40769771,"82",21277734,440.764,NA,2357131,20879200,126759586,"43","1.8149999999999999",NA,45,394.03,"44",333.441,"463",NA,1040640,NA,"0"
"You & Me","JENNIE Special Single [You & Me]","JENNIE",2023-06-10,"KRA402300041","914","50.5",183134509,"12.21",12194109,NA,164326447,3483743,319.2,56468580,518880479,1663397140,"15","6.3159999999999998",35,12,265.865,"29",710.467,"737",NA,345.892,NA,"0"
"Tattoo","Tattoo","Rauw Alejandro",NA,"QZHN21900087","922","50.4",341742937,"53.835999999999999",9757013,"58",1281379386,7138308,2132748,73202309,650666266,171345507,"45","11.458",117,15,133.918,"45",6119993,"4.1859999999999999",NA,713.534,NA,"0"
"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","So Fresh The Hits of Summer 2011 + The Best Of 2010","Shakira",2010-01-01,"USSM11001353","921","50.4",829352129,"159.32400000000001",36048887,"61",4062829308,23606907,2250587,417038157,5938511405,269751922,"109","22.773",43,96,1215762,"33",129133941,"641.4",542.47,0,NA,"0"
"LA RANGER (feat. Myke Towers)","The Academy: Segunda Misiï¿½","The Academy: Segunda Misiï¿½",NA,"USWL12400690","920","50.4",79786203,"8.9390000000000001",75931694,"76",32616728,216.834,NA,NA,NA,13323878,"29","4.5140000000000002",9,25,1896889,"18",545.735,"194",NA,236.268,NA,"1"
"no tears left to cry","No Tears Left To Cry","Ariana Grande",NA,"USUM71805289","923","50.2",1331371819,"100.503",36840744,"71",1426855223,11706422,698.131,30791124,219920452,1865455236,"143","180.15100000000001",280,68,735.006,"67",181267091,"95.346000000000004",NA,6415036,NA,"0"
